word_id	utterance_id	location	surface	auto	fix	com	eng	speaker	langid	filename	clause	clauseno
4631	719	1	.					REB	999	zeledon2		
4632	720	1	that's	that.DEM.FAR+BE.V.3S.PRES				MAT	eng	zeledon2		
4633	720	2	how	how.ADV				MAT	eng	zeledon2		
4634	720	3	much	much.ADJ				MAT	eng	zeledon2		
4635	720	4	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4636	720	5	liked	like.V.PAST				MAT	eng	zeledon2		
4637	720	6	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
4638	720	7	.					MAT	999	zeledon2		
4639	721	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4640	721	2	know	know.V.2SP.PRES				MAT	eng	zeledon2		
4641	721	3	what	what.REL				MAT	eng	zeledon2		
4642	721	4	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
4643	721	5	saying	say.V.PRESPART				MAT	eng	zeledon2		
4644	721	6	.					MAT	999	zeledon2		
4645	722	1	and	and.CONJ				MAT	eng	zeledon2		
4646	722	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4647	722	3	would	be.V.1S.COND				MAT	eng	zeledon2		
4648	722	4	play	play.SV.INFIN				MAT	eng	zeledon2		
4649	722	5	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
4650	722	6	every	every.ADJ				MAT	eng	zeledon2		
4651	722	7	.					MAT	999	zeledon2		
4652	723	1	that	that.DEM.FAR				MAT	eng	zeledon2		
4653	723	2	was	was.V.3S.PAST				MAT	eng	zeledon2		
4654	723	3	my	my.ADJ.POSS.1S				MAT	eng	zeledon2		
4655	723	4	.					MAT	999	zeledon2		
4656	724	1	Family_Guy	name				REB	eng&spa	zeledon2		
4657	724	2	.					REB	999	zeledon2		
4658	725	1	like	like.CONJ				MAT	eng	zeledon2		
4659	725	2	breakfast	breakfast.N.SG				MAT	eng	zeledon2		
4660	725	3	yeah	yeah.ADV				MAT	eng	zeledon2		
4661	725	4	Family_Guy	name				MAT	eng&spa	zeledon2		
4662	725	5	.					MAT	999	zeledon2		
4663	726	1	.					REB	999	zeledon2		
4664	727	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
4665	727	2	know	know.V.2SP.PRES				REB	eng	zeledon2		
4666	727	3	.					REB	999	zeledon2		
4667	728	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4668	728	2	guess	guess.V.1S.PRES				REB	eng	zeledon2		
4669	728	3	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4670	728	4	don't	do.V.1S.PRES+NEG				REB	eng	zeledon2		
4671	728	5	watch	watch.V.INFIN				REB	eng	zeledon2		
4672	728	6	a	a.DET.INDEF				REB	eng	zeledon2		
4673	728	7	lot	lot.N.SG				REB	eng	zeledon2		
4674	728	8	of	of.PREP				REB	eng	zeledon2		
4675	728	9	comedy	comedy.N.SG				REB	eng	zeledon2		
4676	728	10	because	because.CONJ				REB	eng	zeledon2		
4677	728	11	.					REB	999	zeledon2		
4678	729	1	it	it.PRON.SUB.3S				REB	eng	zeledon2		
4679	729	2	doesn't	does.V.3S.PRES+NEG				REB	eng	zeledon2		
4680	729	3	.					REB	999	zeledon2		
4681	730	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4682	730	2	don't	do.V.1S.PRES+NEG				REB	eng	zeledon2		
4683	730	3	know	know.V.INFIN				REB	eng	zeledon2		
4684	730	4	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
4685	730	5	can't	can.V.2SP.PRES+NEG				REB	eng	zeledon2		
4686	730	6	gain	gain.V.INFIN				REB	eng	zeledon2		
4687	730	7	knowledge	knowledge.N.SG				REB	eng	zeledon2		
4688	730	8	from	from.PREP				REB	eng	zeledon2		
4689	730	9	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
4690	730	10	.					REB	999	zeledon2		
4691	731	1	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4692	731	2	understand	understand.V.1S.PRES				MAT	eng	zeledon2		
4693	731	3	.					MAT	999	zeledon2		
4694	732	1	and	and.CONJ				MAT	eng	zeledon2		
4695	732	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4696	732	3	feel	feel.V.2SP.PRES				MAT	eng	zeledon2		
4697	732	4	like	like.CONJ				MAT	eng	zeledon2		
4698	732	5	you're	you.PRON.SUB.2SP+BE.V.PRES				MAT	eng	zeledon2		
4699	732	6	wasting	wast.V.PRESPART				MAT	eng	zeledon2		
4700	732	7	your	your.ADJ.POSS.2SP				MAT	eng	zeledon2		
4701	732	8	time	time.N.SG				MAT	eng	zeledon2		
4702	732	9	.					MAT	999	zeledon2		
4703	733	1	not	not.ADV				REB	eng	zeledon2		
4704	733	2	really	real.ADJ+ADV				REB	eng	zeledon2		
4705	733	3	because	because.CONJ				REB	eng	zeledon2		
4706	733	4	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4707	733	5	love	love.V.1S.PRES				REB	eng	zeledon2		
4708	733	6	comedy	comedy.N.SG				REB	eng	zeledon2		
4709	733	7	.					REB	999	zeledon2		
4710	734	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4711	734	2	love	love.V.1S.PRES				REB	eng	zeledon2		
4712	734	3	laughing	laugh.V.PRESPART				REB	eng	zeledon2		
4713	734	4	.					REB	999	zeledon2		
4714	735	1	yeah	yeah.ADV				MAT	eng	zeledon2		
4715	735	2	.					MAT	999	zeledon2		
4716	736	1	but	but.CONJ				REB	eng	zeledon2		
4717	736	2	.					REB	999	zeledon2		
4718	737	1	if	if.CONJ				REB	eng	zeledon2		
4719	737	2	I'm	I.PRON.SUB.1S+BE.V.PRES				REB	eng	zeledon2		
4720	737	3	gonna	go.V.PRESPART+TO.PREP				REB	eng	zeledon2		
4721	737	4	put	put.V.INFIN				REB	eng	zeledon2		
4722	737	5	time	time.N.SG				REB	eng	zeledon2		
4723	737	6	.					REB	999	zeledon2		
4724	738	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4725	738	2	want	want.V.2SP.PRES				MAT	eng	zeledon2		
4726	738	3	something	something.PRON				MAT	eng	zeledon2		
4727	738	4	informative	informative.ADJ				MAT	eng	zeledon2		
4728	738	5	.					MAT	999	zeledon2		
4729	739	1	yeah	yeah.ADV				REB	eng	zeledon2		
4730	739	2	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4731	739	3	wanna	want.V.1S.PRES+TO.PREP				REB	eng	zeledon2		
4732	739	4	learn	learn.V.INFIN				REB	eng	zeledon2		
4733	739	5	something	something.PRON				REB	eng	zeledon2		
4734	739	6	.					REB	999	zeledon2		
4735	740	1	and	and.CONJ				REB	eng	zeledon2		
4736	740	2	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4737	740	3	.					REB	999	zeledon2		
4738	741	1	something	something.PRON				MAT	eng	zeledon2		
4739	741	2	that's	that.DEM.FAR+BE.V.3S.PRES				MAT	eng	zeledon2		
4740	741	3	gonna	go.V.PRESPART+TO.PREP				MAT	eng	zeledon2		
4741	741	4	stimulate	stimulate.V.INFIN				MAT	eng	zeledon2		
4742	741	5	your	your.ADJ.POSS.2SP				MAT	eng	zeledon2		
4743	741	6	brain	brain.N.SG				MAT	eng	zeledon2		
4744	741	7	.					MAT	999	zeledon2		
4745	742	1	yeah	yeah.ADV				REB	eng	zeledon2		
4746	742	2	.					REB	999	zeledon2		
4747	743	1	no	no.ADV				MAT	eng	zeledon2		
4748	743	2	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4749	743	3	know	know.V.1S.PRES				MAT	eng	zeledon2		
4750	743	4	.					MAT	999	zeledon2		
4751	744	1	because	because.CONJ				REB	eng	zeledon2		
4752	744	2	in	in.PREP				REB	eng	zeledon2		
4753	744	3	comedy	comedy.N.SG				REB	eng	zeledon2		
4754	744	4	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
4755	744	5	really	real.ADJ+ADV				REB	eng	zeledon2		
4756	744	6	don't	do.V.12S13P.PRES+NEG				REB	eng	zeledon2		
4757	744	7	have	have.V.INFIN				REB	eng	zeledon2		
4758	744	8	to	to.PREP				REB	eng	zeledon2		
4759	744	9	figure	figure.N.SG				REB	eng	zeledon2		
4760	744	10	out	out.ADV				REB	eng	zeledon2		
4761	744	11	anything	anything.PRON				REB	eng	zeledon2		
4762	744	12	.					REB	999	zeledon2		
4763	745	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
4764	745	2	know	know.V.2SP.PRES				REB	eng	zeledon2		
4765	745	3	?					REB	999	zeledon2		
4766	746	1	yeah	yeah.ADV				REB	eng	zeledon2		
4767	746	2	yeah	yeah.ADV				REB	eng	zeledon2		
4768	746	3	.					REB	999	zeledon2		
4769	747	1	like	like.CONJ.[or].like.V.INFIN				REB	eng	zeledon2		
4770	747	2	in	in.PREP				REB	eng	zeledon2		
4771	747	3	a	a.DET.INDEF				REB	eng	zeledon2		
4772	747	4	murder	murder.N.SG				REB	eng	zeledon2		
4773	747	5	.					REB	999	zeledon2		
4774	748	1	well	well.ADV				MAT	eng	zeledon2		
4775	748	2	.					MAT	999	zeledon2		
4776	749	1	like	like.CONJ.[or].like.V.INFIN				REB	eng	zeledon2		
4777	749	2	.					REB	999	zeledon2		
4778	750	1	well	well.ADV				MAT	eng	zeledon2		
4779	750	2	actually	actual.ADJ+ADV				MAT	eng	zeledon2		
4780	750	3	with	with.PREP				MAT	eng	zeledon2		
4781	750	4	like	like.CONJ.[or].like.SV.INFIN				MAT	eng	zeledon2		
4782	750	5	with	with.PREP				MAT	eng	zeledon2		
4783	750	6	the	the.DET.DEF				MAT	eng	zeledon2		
4784	750	7	Family_Guy	name				MAT	eng&spa	zeledon2		
4785	750	8	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4786	750	9	gotta	get.V.2SP.PRES+TO.PREP				MAT	eng	zeledon2		
4787	750	10	be	be.V.INFIN				MAT	eng	zeledon2		
4788	750	11	quick	quick.ADJ				MAT	eng	zeledon2		
4789	750	12	.					MAT	999	zeledon2		
4790	751	1	because	because.CONJ				MAT	eng	zeledon2		
4791	751	2	if	if.CONJ				MAT	eng	zeledon2		
4792	751	3	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4793	751	4	don't	do.V.2SP.PRES+NEG				MAT	eng	zeledon2		
4794	751	5	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4795	751	6	know	know.V.2SP.PRES				MAT	eng	zeledon2		
4796	751	7	.					MAT	999	zeledon2		
4797	752	1	.					REB	999	zeledon2		
4798	753	1	if	if.CONJ				MAT	eng	zeledon2		
4799	753	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4800	753	3	are	are.V.2SP.PRES				MAT	eng	zeledon2		
4801	753	4	not	not.ADV				MAT	eng	zeledon2		
4802	753	5	.					MAT	999	zeledon2		
4803	754	1	I'm	I.PRON.SUB.1S+BE.V.PRES				REB	eng	zeledon2		
4804	754	2	not	not.ADV				REB	eng	zeledon2		
4805	754	3	quick	quick.ADJ				REB	eng	zeledon2		
4806	754	4	.					REB	999	zeledon2		
4807	755	1	if	if.CONJ				MAT	eng	zeledon2		
4808	755	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4809	755	3	are	are.V.2SP.PRES				MAT	eng	zeledon2		
4810	755	4	not	not.ADV				MAT	eng	zeledon2		
4811	755	5	quick	quick.ADJ				MAT	eng	zeledon2		
4812	755	6	.					MAT	999	zeledon2		
4813	756	1	and	and.CONJ				MAT	eng	zeledon2		
4814	756	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4815	756	3	are	are.V.2SP.PRES				MAT	eng	zeledon2		
4816	756	4	not	not.ADV				MAT	eng	zeledon2		
4817	756	5	informed	unk				MAT	eng	zeledon2		
4818	756	6	like	like.CONJ.[or].like.SV.INFIN				MAT	eng	zeledon2		
4819	756	7	on	on.PREP				MAT	eng	zeledon2		
4820	756	8	different	different.ADJ				MAT	eng	zeledon2		
4821	756	9	cultures	culture.N.PL				MAT	eng	zeledon2		
4822	756	10	.					MAT	999	zeledon2		
4823	757	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4824	757	2	won't	will.V.2SP.FUT+NEG				MAT	eng	zeledon2		
4825	757	3	get	get.SV.INFIN				MAT	eng	zeledon2		
4826	757	4	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
4827	757	5	.					MAT	999	zeledon2		
4828	758	1	right	right.ADJ				REB	eng	zeledon2		
4829	758	2	.					REB	999	zeledon2		
4830	759	1	right	right.ADJ				REB	eng	zeledon2		
4831	759	2	.					REB	999	zeledon2		
4832	760	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4833	760	2	think	think.V.1S.PRES				REB	eng	zeledon2		
4834	760	3	that's	that.DEM.FAR+BE.V.3S.PRES				REB	eng	zeledon2		
4835	760	4	my	my.ADJ.POSS.1S				REB	eng	zeledon2		
4836	760	5	problem	problem.N.SG				REB	eng	zeledon2		
4837	760	6	.					REB	999	zeledon2		
4838	761	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4839	761	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4840	761	3	understand	understand.V.2SP.PRES				MAT	eng	zeledon2		
4841	761	4	?					MAT	999	zeledon2		
4842	762	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4843	762	2	know	know.V.2SP.PRES				MAT	eng	zeledon2		
4844	762	3	like	like.CONJ				MAT	eng	zeledon2		
4845	762	4	like	like.CONJ				MAT	eng	zeledon2		
4846	762	5	this	this.DEM.NEAR.SG				MAT	eng	zeledon2		
4847	762	6	one	one.PRON.SG				MAT	eng	zeledon2		
4848	762	7	time	time.N.SG				MAT	eng	zeledon2		
4849	762	8	they	they.PRON.SUB.3P				MAT	eng	zeledon2		
4850	762	9	had	had.V.PAST				MAT	eng	zeledon2		
4851	762	10	a	a.DET.INDEF				MAT	eng	zeledon2		
4852	762	11	plane	plane.N.SG				MAT	eng	zeledon2		
4853	762	12	.					MAT	999	zeledon2		
4854	763	1	and	and.CONJ				MAT	eng	zeledon2		
4855	763	2	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
4856	763	3	had	had.V.PAST				MAT	eng	zeledon2		
4857	763	4	a	a.DET.INDEF				MAT	eng	zeledon2		
4858	763	5	banner	banner.N.SG				MAT	eng	zeledon2		
4859	763	6	on	on.PREP				MAT	eng	zeledon2		
4860	763	7	it	it.PRON.OBJ.3S				MAT	eng	zeledon2		
4861	763	8	.					MAT	999	zeledon2		
4862	764	1	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
4863	764	2	said	said.V.PAST				MAT	eng	zeledon2		
4864	764	3	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
4865	764	4	said	said.V.PAST				MAT	eng	zeledon2		
4866	764	5	one	one.PRON.SG				MAT	eng	zeledon2		
4867	764	6	thing	thing.N.SG				MAT	eng	zeledon2		
4868	764	7	.					MAT	999	zeledon2		
4869	765	1	and	and.CONJ				MAT	eng	zeledon2		
4870	765	2	then	then.ADV				MAT	eng	zeledon2		
4871	765	3	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
4872	765	4	the	the.DET.DEF				MAT	eng	zeledon2		
4873	765	5	banner	banner.N.SG				MAT	eng	zeledon2		
4874	765	6	flew	flew.N.SG				MAT	eng	zeledon2		
4875	765	7	off	off.PREP				MAT	eng	zeledon2		
4876	765	8	.					MAT	999	zeledon2		
4877	766	1	and	and.CONJ				MAT	eng	zeledon2		
4878	766	2	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
4879	766	3	said	said.V.PAST				MAT	eng	zeledon2		
4880	766	4	Colombian	name				MAT	eng	zeledon2		
4881	766	5	drugs	drug.N.PL				MAT	eng	zeledon2		
4882	766	6	.					MAT	999	zeledon2		
4883	767	1	.					REB	999	zeledon2		
4884	768	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4885	768	2	know	know.V.2SP.PRES				MAT	eng	zeledon2		
4886	768	3	what	what.REL				MAT	eng	zeledon2		
4887	768	4	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4888	768	5	mean	mean.V.1S.PRES				MAT	eng	zeledon2		
4889	768	6	?					MAT	999	zeledon2		
4890	769	1	it	it.PRON.SUB.3S				MAT	eng	zeledon2		
4891	769	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
4892	769	3	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
4893	769	4	like	like.CONJ.[or].like.SV.INFIN				MAT	eng	zeledon2		
4894	769	5	that	that.DEM.FAR				MAT	eng	zeledon2		
4895	769	6	.					MAT	999	zeledon2		
4896	770	1	ok	unk				REB	eng	zeledon2		
4897	770	2	.					REB	999	zeledon2		
4898	771	1	if	if.CONJ				MAT	eng	zeledon2		
4899	771	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4900	771	3	don't	do.V.2SP.PRES+NEG				MAT	eng	zeledon2		
4901	771	4	know	know.V.INFIN				MAT	eng	zeledon2		
4902	771	5	then	then.ADV				MAT	eng	zeledon2		
4903	771	6	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4904	771	7	are	are.V.2SP.PRES				MAT	eng	zeledon2		
4905	771	8	not	not.ADV				MAT	eng	zeledon2		
4906	771	9	gonna	go.V.PRESPART+TO.PREP				MAT	eng	zeledon2		
4907	771	10	laugh	laugh.V.INFIN				MAT	eng	zeledon2		
4908	771	11	.					MAT	999	zeledon2		
4909	772	1	ok	unk				REB	eng	zeledon2		
4910	772	2	.					REB	999	zeledon2		
4911	773	1	like	like.CONJ.[or].like.V.INFIN				MAT	eng	zeledon2		
4912	773	2	that	that.DEM.FAR				MAT	eng	zeledon2		
4913	773	3	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4914	773	4	know	know.V.2SP.PRES				MAT	eng	zeledon2		
4915	773	5	.					MAT	999	zeledon2		
4916	774	1	they	they.PRON.SUB.3P				MAT	eng	zeledon2		
4917	774	2	they	they.PRON.SUB.3P				MAT	eng	zeledon2		
4918	774	3	make	make.V.3P.PRES				MAT	eng	zeledon2		
4919	774	4	fun	fun.N.SG				MAT	eng	zeledon2		
4920	774	5	of	of.PREP				MAT	eng	zeledon2		
4921	774	6	everybody	everybody.PRON				MAT	eng	zeledon2		
4922	774	7	.					MAT	999	zeledon2		
4923	775	1	right	right.ADJ				REB	eng	zeledon2		
4924	775	2	.					REB	999	zeledon2		
4925	776	1	everything	everything.PRON				MAT	eng	zeledon2		
4926	776	2	.					MAT	999	zeledon2		
4927	777	1	like	like.CONJ.[or].like.V.INFIN				MAT	eng	zeledon2		
4928	777	2	this	this.DEM.NEAR.SG				MAT	eng	zeledon2		
4929	777	3	one	one.PRON.SG				MAT	eng	zeledon2		
4930	777	4	time	time.N.SG				MAT	eng	zeledon2		
4931	777	5	Peter	name				MAT	eng&spa	zeledon2		
4932	777	6	is	is.V.3S.PRES				MAT	eng	zeledon2		
4933	777	7	um	um.IM				MAT	eng	zeledon2		
4934	777	8	was	was.V.3S.PAST				MAT	eng	zeledon2		
4935	777	9	like	like.CONJ				MAT	eng	zeledon2		
4936	777	10	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4937	777	11	need	need.V.1S.PRES				MAT	eng	zeledon2		
4938	777	12	to	to.PREP				MAT	eng	zeledon2		
4939	777	13	be	be.V.INFIN				MAT	eng	zeledon2		
4940	777	14	rich	rich.ADJ				MAT	eng	zeledon2		
4941	777	15	.					MAT	999	zeledon2		
4942	778	1	and	and.CONJ				MAT	eng	zeledon2		
4943	778	2	he	he.PRON.SUB.M.3S				MAT	eng	zeledon2		
4944	778	3	then	then.ADV				MAT	eng	zeledon2		
4945	778	4	he	he.PRON.SUB.M.3S				MAT	eng	zeledon2		
4946	778	5	then	then.ADV				MAT	eng	zeledon2		
4947	778	6	he	he.PRON.SUB.M.3S				MAT	eng	zeledon2		
4948	778	7	started	start.V.PAST				MAT	eng	zeledon2		
4949	778	8	singing	unk				MAT	eng	zeledon2		
4950	778	9	a	a.DET.INDEF				MAT	eng	zeledon2		
4951	778	10	song	song.N.SG				MAT	eng	zeledon2		
4952	778	11	like	like.CONJ				MAT	eng	zeledon2		
4953	778	12	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4954	778	13	need	need.V.1S.PRES				MAT	eng	zeledon2		
4955	778	14	a	a.DET.INDEF				MAT	eng	zeledon2		
4956	778	15	Jew	name				MAT	eng	zeledon2		
4957	778	16	.					MAT	999	zeledon2		
4958	779	1	what	what.REL				REB	eng	zeledon2		
4959	779	2	?					REB	999	zeledon2		
4960	780	1	do	do.V.INFIN				MAT	eng	zeledon2		
4961	780	2	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4962	780	3	know	know.V.2SP.PRES				MAT	eng	zeledon2		
4963	780	4	what	what.REL				MAT	eng	zeledon2		
4964	780	5	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4965	780	6	mean	mean.V.1S.PRES				MAT	eng	zeledon2		
4966	780	7	?					MAT	999	zeledon2		
4967	781	1	because	because.CONJ				MAT	eng	zeledon2		
4968	781	2	Jewish	name				MAT	eng	zeledon2		
4969	781	3	people	people.N.SG				MAT	eng	zeledon2		
4970	781	4	are	are.V.123P.PRES				MAT	eng	zeledon2		
4971	781	5	rich	rich.ADJ				MAT	eng	zeledon2		
4972	781	6	so	so.ADV				MAT	eng	zeledon2		
4973	781	7	he's	he.PRON.SUB.M.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
4974	781	8	like	like.CONJ				MAT	eng	zeledon2		
4975	781	9	I	I.PRON.SUB.1S				MAT	eng	zeledon2		
4976	781	10	need	need.V.1S.PRES				MAT	eng	zeledon2		
4977	781	11	a	a.DET.INDEF				MAT	eng	zeledon2		
4978	781	12	Jew	name				MAT	eng	zeledon2		
4979	781	13	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
4980	781	14	know	know.V.2SP.PRES				MAT	eng	zeledon2		
4981	781	15	.					MAT	999	zeledon2		
4982	782	1	mmhm	mmhm.IM				REB	eng	zeledon2		
4983	782	2	.					REB	999	zeledon2		
4984	783	1	that's	that.DEM.FAR+BE.V.3S.PRES				MAT	eng	zeledon2		
4985	783	2	what	what.REL				MAT	eng	zeledon2		
4986	783	3	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
4987	783	4	talking	talk.V.PRESPART				MAT	eng	zeledon2		
4988	783	5	about	about.PREP				MAT	eng	zeledon2		
4989	783	6	.					MAT	999	zeledon2		
4990	784	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
4991	784	2	see	see.V.2SP.PRES				REB	eng	zeledon2		
4992	784	3	I	I.PRON.SUB.1S				REB	eng	zeledon2		
4993	784	4	wouldn't	be.V.1S.COND+NEG				REB	eng	zeledon2		
4994	784	5	get	get.SV.INFIN				REB	eng	zeledon2		
4995	784	6	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
4996	784	7	.					REB	999	zeledon2		
4997	785	1	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
4998	785	2	cultural	cultural.ADJ				MAT	eng	zeledon2		
4999	785	3	that's	that.DEM.FAR+BE.V.3S.PRES				MAT	eng	zeledon2		
5000	785	4	what	what.REL				MAT	eng	zeledon2		
5001	785	5	I'm	I.PRON.SUB.1S+BE.V.PRES				MAT	eng	zeledon2		
5002	785	6	saying	say.V.PRESPART				MAT	eng	zeledon2		
5003	785	7	.					MAT	999	zeledon2		
5004	786	1	because	because.CONJ				REB	eng	zeledon2		
5005	786	2	.					REB	999	zeledon2		
5006	787	1	and	and.CONJ				MAT	eng	zeledon2		
5007	787	2	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
5008	787	3	like	like.CONJ				MAT	eng	zeledon2		
5009	787	4	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
5010	787	5	like	like.CONJ.[or].like.SV.INFIN				MAT	eng	zeledon2		
5011	787	6	what	what.REL				MAT	eng	zeledon2		
5012	787	7	.					MAT	999	zeledon2		
5013	788	1	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
5014	788	2	know	know.V.2SP.PRES				MAT	eng	zeledon2		
5015	788	3	.					MAT	999	zeledon2		
5016	789	1	you	you.PRON.SUB.2SP				REB	eng	zeledon2		
5017	789	2	know	know.V.2SP.PRES				REB	eng	zeledon2		
5018	789	3	yeah	yeah.ADV				REB	eng	zeledon2		
5019	789	4	.					REB	999	zeledon2		
5020	790	1	yeah	yeah.ADV				MAT	eng	zeledon2		
5021	790	2	.					MAT	999	zeledon2		
5022	791	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
5023	791	2	wouldn't	be.V.1S.COND+NEG				REB	eng	zeledon2		
5024	791	3	I	I.PRON.SUB.1S				REB	eng	zeledon2		
5025	791	4	wouldn't	be.V.1S.COND+NEG				REB	eng	zeledon2		
5026	791	5	catch	catch.SV.INFIN				REB	eng	zeledon2		
5027	791	6	onto	onto.PREP				REB	eng	zeledon2		
5028	791	7	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
5029	791	8	.					REB	999	zeledon2		
5030	792	1	yeah	yeah.ADV				MAT	eng	zeledon2		
5031	792	2	.					MAT	999	zeledon2		
5032	793	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
5033	793	2	guess	guess.V.1S.PRES				REB	eng	zeledon2		
5034	793	3	that's	that.DEM.FAR+BE.V.3S.PRES				REB	eng	zeledon2		
5035	793	4	why	why.REL				REB	eng	zeledon2		
5036	793	5	I	I.PRON.SUB.1S				REB	eng	zeledon2		
5037	793	6	don't	do.V.1S.PRES+NEG				REB	eng	zeledon2		
5038	793	7	find	find.V.INFIN				REB	eng	zeledon2		
5039	793	8	it	it.PRON.OBJ.3S				REB	eng	zeledon2		
5040	793	9	funny	funny.ADJ				REB	eng	zeledon2		
5041	793	10	.					REB	999	zeledon2		
5042	794	1	yeah	yeah.ADV				MAT	eng	zeledon2		
5043	794	2	.					MAT	999	zeledon2		
5044	795	1	I	I.PRON.SUB.1S				REB	eng	zeledon2		
5045	795	2	have	have.V.1S.PRES				REB	eng	zeledon2		
5046	795	3	to	to.PREP				REB	eng	zeledon2		
5047	795	4	have	have.V.INFIN				REB	eng	zeledon2		
5048	795	5	someone	someone.PRON				REB	eng	zeledon2		
5049	795	6	next	next.ADJ				REB	eng	zeledon2		
5050	795	7	to	to.PREP				REB	eng	zeledon2		
5051	795	8	me	me.PRON.OBJ.1S				REB	eng	zeledon2		
5052	795	9	explaining	unk				REB	eng	zeledon2		
5053	795	10	these	these.DEM.NEAR.PL				REB	eng	zeledon2		
5054	795	11	things	thing.N.PL				REB	eng	zeledon2		
5055	795	12	so	so.ADV				REB	eng	zeledon2		
5056	795	13	.					REB	999	zeledon2		
5057	796	1	yeah	yeah.ADV				MAT	eng	zeledon2		
5058	796	2	no	no.ADV				MAT	eng	zeledon2		
5059	796	3	but	but.CONJ				MAT	eng	zeledon2		
5060	796	4	you	you.PRON.SUB.2SP				MAT	eng	zeledon2		
5061	796	5	know	know.V.2SP.PRES				MAT	eng	zeledon2		
5062	796	6	it's	it.PRON.SUB.3S+BE.V.3S.PRES				MAT	eng	zeledon2		
5063	796	7	funny	funny.ADJ				MAT	eng	zeledon2		
5064	796	8	.					MAT	999	zeledon2		
5065	797	1	but	but.CONJ				MAT	eng	zeledon2		
5066	797	2	Hawaii	name				MAT	eng&spa	zeledon2		
5067	797	3	Hawaii	name				MAT	eng	zeledon2		
5068	797	4	is	is.V.3S.PRES				MAT	eng	zeledon2		
5069	797	5	beautiful	beautiful.ADJ				MAT	eng	zeledon2		
5070	797	6	.					MAT	999	zeledon2		
